isolate,glucose_vv,experiment_repeat,well_id,time_s,OD,,,,,,
ATCC1710,1,3,B3,68399.9,1.17110002,,,,,,
ATCC1710,1,1,B1,71999.9,1.157600045,,,,,,
ATCC1710,1,1,B2,71999.9,1.133200049,,,,,,
ATCC1710,1,1,B3,71999.9,1.118899941,,,,,,
ATCC1710,1,2,B1,71999.9,1.158200026,,,,,,
ATCC1710,1,2,B2,71999.9,1.100800037,,,,,,
ATCC1710,1,2,B3,71999.9,1.151299953,,,,,,
ATCC1710,1,3,B1,71999.9,1.074200034,,,,,,
ATCC1710,1,3,B2,71999.9,1.106299996,,,,,,
ATCC1710,1,3,B3,71999.9,1.192999959,,,,,,
ATCC1710,1,1,B1,75599.9,1.139500022,,,,,,
ATCC1710,1,1,B2,75599.9,1.196400046,,,,,,
ATCC1710,1,1,B3,75599.9,1.1602,,,,,,
ATCC1710,1,2,B1,75599.9,1.131399989,,,,,,
ATCC1710,1,2,B2,75599.9,1.164600015,,,,,,
ATCC1710,1,2,B3,75599.9,1.185799956,,,,,,
ATCC1710,1,3,B1,75599.9,1.097800016,,,,,,
ATCC1710,1,3,B2,75599.9,1.06340003,,,,,,
ATCC1710,1,3,B3,75599.9,1.181699991,,,,,,
ATCC1710,1,1,B1,79199.9,1.131100059,,,,,,
ATCC1710,1,1,B2,79199.9,1.148499966,,,,,,
ATCC1710,1,1,B3,79199.9,1.193600059,,,,,,
ATCC1710,1,2,B1,79199.9,1.162700057,,,,,,
ATCC1710,1,2,B2,79199.9,1.119300008,,,,,,
ATCC1710,1,2,B3,79199.9,1.190700054,,,,,,
ATCC1710,1,3,B1,79199.9,1.097300053,,,,,,
ATCC1710,1,3,B2,79199.9,1.063899994,,,,,,
ATCC1710,1,3,B3,79199.9,1.135800004,,,,,,
ATCC1710,1,1,B1,82799.8,1.142199993,,,,,,
ATCC1710,1,1,B2,82799.8,1.196699977,,,,,,
ATCC1710,1,1,B3,82799.8,1.201799989,,,,,,
ATCC1710,1,2,B1,82799.8,1.12590003,,,,,,
ATCC1710,1,2,B2,82799.8,1.11500001,,,,,,
ATCC1710,1,2,B3,82799.8,1.158900023,,,,,,
ATCC1710,1,3,B1,82799.8,1.0977,,,,,,
ATCC1710,1,3,B2,82799.8,1.131399989,,,,,,
ATCC1710,1,3,B3,82799.8,1.219099998,,,,,,
ATCC1710,1,1,B1,86399.8,1.086699963,,,,,,
ATCC1710,1,1,B2,86399.8,1.170799971,,,,,,
ATCC1710,1,1,B3,86399.8,1.139000058,,,,,,
ATCC1710,1,2,B1,86399.8,1.076200008,,,,,,
ATCC1710,1,2,B2,86399.8,1.168599963,,,,,,
ATCC1710,1,2,B3,86399.8,1.173200011,,,,,,
ATCC1710,1,3,B1,86399.8,1.123200059,,,,,,
ATCC1710,1,3,B2,86399.8,1.120200038,,,,,,
ATCC1710,1,3,B3,86399.8,1.253399968,,,,,,
ATCC1710,1,1,B1,89999.8,1.116600037,,,,,,
ATCC1710,1,1,B2,89999.8,1.189299941,,,,,,
ATCC1710,1,1,B3,89999.8,1.179499984,,,,,,
ATCC1710,1,2,B1,89999.8,1.172799945,,,,,,
ATCC1710,1,2,B2,89999.8,1.084100008,,,,,,
ATCC1710,1,2,B3,89999.8,1.149700046,,,,,,
ATCC1710,1,3,B1,89999.8,1.149500012,,,,,,
ATCC1710,1,3,B2,89999.8,1.070299983,,,,,,
ATCC1710,1,3,B3,89999.8,1.222200036,,,,,,
ATCC1710,1,1,B1,93599.8,1.137799978,,,,,,
ATCC1710,1,1,B2,93599.8,1.164399981,,,,,,
ATCC1710,1,1,B3,93599.8,1.186300039,,,,,,
ATCC1710,1,2,B1,93599.8,1.080600023,,,,,,
ATCC1710,1,2,B2,93599.8,1.1329,,,,,,
ATCC1710,1,2,B3,93599.8,1.211300015,,,,,,
ATCC1710,1,3,B1,93599.8,1.156100035,,,,,,
ATCC1710,1,3,B2,93599.8,1.155699968,,,,,,
ATCC1710,1,3,B3,93599.8,1.2421,,,,,,
ATCC1710,1,1,B1,97199.8,1.005399942,,,,,,
ATCC1710,1,1,B2,97199.8,1.173699975,,,,,,
ATCC1710,1,1,B3,97199.8,1.16779995,,,,,,
ATCC1710,1,2,B1,97199.8,1.101699948,,,,,,
ATCC1710,1,2,B2,97199.8,1.127200007,,,,,,
ATCC1710,1,2,B3,97199.8,1.191100001,,,,,,
ATCC1710,1,3,B1,97199.8,1.167500019,,,,,,
ATCC1710,1,3,B2,97199.8,1.174800038,,,,,,
ATCC1710,1,3,B3,97199.8,1.316200018,,,,,,
ATCC1710,1,1,B1,100799.8,1.121500015,,,,,,
ATCC1710,1,1,B2,100799.8,1.208600044,,,,,,
ATCC1710,1,1,B3,100799.8,1.190000057,,,,,,
ATCC1710,1,2,B1,100799.8,1.080899954,,,,,,
ATCC1710,1,2,B2,100799.8,1.137099981,,,,,,
ATCC1710,1,2,B3,100799.8,1.179700017,,,,,,
ATCC1710,1,3,B1,100799.8,1.160599947,,,,,,
ATCC1710,1,3,B2,100799.8,1.187399983,,,,,,
ATCC1710,1,3,B3,100799.8,1.281100035,,,,,,
ATCC1710,1,1,B1,104399.8,1.146800041,,,,,,
ATCC1710,1,1,B2,104399.8,1.184299946,,,,,,
ATCC1710,1,1,B3,104399.8,1.206500053,,,,,,
ATCC1710,1,2,B1,104399.8,0.796000004,,,,,,
ATCC1710,1,2,B2,104399.8,1.147899985,,,,,,
ATCC1710,1,2,B3,104399.8,1.246199965,,,,,,
ATCC1710,1,3,B1,104399.8,1.207100034,,,,,,
ATCC1710,1,3,B2,104399.8,1.263100028,,,,,,
ATCC1710,1,3,B3,104399.8,1.389400005,,,,,,
ATCC1710,1,1,B1,107999.8,1.060899973,,,,,,
ATCC1710,1,1,B2,107999.8,1.21420002,,,,,,
ATCC1710,1,1,B3,107999.8,1.214400053,,,,,,
ATCC1710,1,2,B1,107999.8,0.976999998,,,,,,
ATCC1710,1,2,B2,107999.8,1.113999963,,,,,,
ATCC1710,1,2,B3,107999.8,1.245700002,,,,,,
ATCC1710,1,3,B1,107999.8,1.196200013,,,,,,
ATCC1710,1,3,B2,107999.8,1.299499989,,,,,,
ATCC1710,1,3,B3,107999.8,1.353199959,,,,,,
ATCC1710,1,1,B1,111599.8,1.15079999,,,,,,
ATCC1710,1,1,B2,111599.8,1.211899996,,,,,,
ATCC1710,1,1,B3,111599.8,1.167400002,,,,,,
ATCC1710,1,2,B1,111599.8,1.103299975,,,,,,
ATCC1710,1,2,B2,111599.8,1.107900023,,,,,,
ATCC1710,1,2,B3,111599.8,1.267400026,,,,,,
ATCC1710,1,3,B1,111599.8,1.022600055,,,,,,
ATCC1710,1,3,B2,111599.8,1.24940002,,,,,,
ATCC1710,1,3,B3,111599.8,1.429100037,,,,,,
ATCC1710,1,1,B1,115199.8,1.047099948,,,,,,
ATCC1710,1,1,B2,115199.8,1.215399981,,,,,,
ATCC1710,1,1,B3,115199.8,1.218899965,,,,,,
ATCC1710,1,2,B1,115199.8,0.877799988,,,,,,
ATCC1710,1,2,B2,115199.8,1.171499968,,,,,,
ATCC1710,1,2,B3,115199.8,1.272199988,,,,,,
ATCC1710,1,3,B1,115199.8,1.039999962,,,,,,
ATCC1710,1,3,B2,115199.8,1.192100048,,,,,,
ATCC1710,1,3,B3,115199.8,1.322299957,,,,,,
ATCC1710,1,1,B1,118799.8,1.027799964,,,,,,
ATCC1710,1,1,B2,118799.8,1.225999951,,,,,,
ATCC1710,1,1,B3,118799.8,1.229300022,,,,,,
ATCC1710,1,2,B1,118799.8,1.063899994,,,,,,
ATCC1710,1,2,B2,118799.8,1.173400044,,,,,,
ATCC1710,1,2,B3,118799.8,1.288599968,,,,,,
ATCC1710,1,3,B1,118799.8,1.149099946,,,,,,
ATCC1710,1,3,B2,118799.8,1.345000029,,,,,,
ATCC1710,1,3,B3,118799.8,1.417600036,,,,,,
ATCC1710,1,1,B1,122400.6,0.973399997,,,,,,
ATCC1710,1,1,B2,122400.6,1.197700024,,,,,,
ATCC1710,1,1,B3,122400.6,1.242900014,,,,,,
ATCC1710,1,2,B1,122400.6,1.006100059,,,,,,
ATCC1710,1,2,B2,122400.6,1.182800055,,,,,,
ATCC1710,1,2,B3,122400.6,1.396900058,,,,,,
ATCC1710,1,3,B1,122400.6,1.264299989,,,,,,
ATCC1710,1,3,B2,122400.6,1.346300006,,,,,,
ATCC1710,1,3,B3,122400.6,1.442000031,,,,,,
ATCC1710,1,1,B1,125999.7,0.972599983,,,,,,
ATCC1710,1,1,B2,125999.7,1.184100032,,,,,,
ATCC1710,1,1,B3,125999.7,1.217900038,,,,,,
ATCC1710,1,2,B1,125999.7,1.003900051,,,,,,
ATCC1710,1,2,B2,125999.7,1.174399972,,,,,,
ATCC1710,1,2,B3,125999.7,1.334400058,,,,,,
ATCC1710,1,3,B1,125999.7,1.413699985,,,,,,
ATCC1710,1,3,B2,125999.7,1.333600044,,,,,,
ATCC1710,1,3,B3,125999.7,1.469499946,,,,,,
ATCC1710,1,1,B1,129599.7,0.8398,,,,,,
ATCC1710,1,1,B2,129599.7,1.116000056,,,,,,
ATCC1710,1,1,B3,129599.7,1.299800038,,,,,,
ATCC1710,1,2,B1,129599.7,0.991400003,,,,,,
ATCC1710,1,2,B2,129599.7,1.203400016,,,,,,
ATCC1710,1,2,B3,129599.7,1.465199947,,,,,,
ATCC1710,1,3,B1,129599.7,1.514799953,,,,,,
ATCC1710,1,3,B2,129599.7,1.357599974,,,,,,
ATCC1710,1,3,B3,129599.7,1.507699966,,,,,,
ATCC1710,1,1,B1,133199.8,0.806500018,,,,,,
ATCC1710,1,1,B2,133199.8,1.166000009,,,,,,
ATCC1710,1,1,B3,133199.8,1.247499943,,,,,,
ATCC1710,1,2,B1,133199.8,1.057500005,,,,,,
ATCC1710,1,2,B2,133199.8,1.087499976,,,,,,
ATCC1710,1,2,B3,133199.8,1.589400053,,,,,,
ATCC1710,1,3,B1,133199.8,1.181800008,,,,,,
ATCC1710,1,3,B2,133199.8,1.370000005,,,,,,
ATCC1710,1,3,B3,133199.8,1.435899973,,,,,,
ATCC1710,1,1,B1,136799.7,0.729700029,,,,,,
ATCC1710,1,1,B2,136799.7,0.911300004,,,,,,
ATCC1710,1,1,B3,136799.7,1.234300017,,,,,,
ATCC1710,1,2,B1,136799.7,0.881600022,,,,,,
ATCC1710,1,2,B2,136799.7,1.155500054,,,,,,
ATCC1710,1,2,B3,136799.7,1.475399971,,,,,,
ATCC1710,1,3,B1,136799.7,1.255699992,,,,,,
ATCC1710,1,3,B2,136799.7,1.34739995,,,,,,
ATCC1710,1,3,B3,136799.7,1.406100035,,,,,,
ATCC1710,1,1,B1,140399.7,0.736299992,,,,,,
ATCC1710,1,1,B2,140399.7,1.104200006,,,,,,
ATCC1710,1,1,B3,140399.7,1.34920001,,,,,,
ATCC1710,1,2,B1,140399.7,1.025900006,,,,,,
ATCC1710,1,2,B2,140399.7,1.200199962,,,,,,
ATCC1710,1,2,B3,140399.7,1.427800059,,,,,,
ATCC1710,1,3,B1,140399.7,0.929400027,,,,,,
ATCC1710,1,3,B2,140399.7,1.344200015,,,,,,
ATCC1710,1,3,B3,140399.7,1.483800054,,,,,,
ATCC1710,1,1,B1,143999.7,0.703800023,,,,,,
ATCC1710,1,1,B2,143999.7,1.205800056,,,,,,
ATCC1710,1,1,B3,143999.7,1.415799975,,,,,,
ATCC1710,1,2,B1,143999.7,0.906099975,,,,,,
ATCC1710,1,2,B2,143999.7,1.262500048,,,,,,
ATCC1710,1,2,B3,143999.7,1.508999944,,,,,,
ATCC1710,1,3,B1,143999.7,1.055600047,,,,,,
ATCC1710,1,3,B2,143999.7,1.339900017,,,,,,
ATCC1710,1,3,B3,143999.7,1.470100045,,,,,,
ATCC1710,1,1,B1,147599.7,0.637199998,,,,,,
ATCC1710,1,1,B2,147599.7,1.127099991,,,,,,
ATCC1710,1,1,B3,147599.7,1.424999952,,,,,,
ATCC1710,1,2,B1,147599.7,0.661300004,,,,,,
ATCC1710,1,2,B2,147599.7,1.192000031,,,,,,
ATCC1710,1,2,B3,147599.7,1.521199942,,,,,,
ATCC1710,1,3,B1,147599.7,1.210199952,,,,,,
ATCC1710,1,3,B2,147599.7,1.314399958,,,,,,
ATCC1710,1,3,B3,147599.7,1.470499992,,,,,,
ATCC1710,1,1,B1,151199.7,0.599099994,,,,,,
ATCC1710,1,1,B2,151199.7,1.039600015,,,,,,
ATCC1710,1,1,B3,151199.7,1.391600013,,,,,,
ATCC1710,1,2,B1,151199.7,0.835799992,,,,,,
ATCC1710,1,2,B2,151199.7,1.129099965,,,,,,
ATCC1710,1,2,B3,151199.7,1.452700019,,,,,,
ATCC1710,1,3,B1,151199.7,1.275900006,,,,,,
ATCC1710,1,3,B2,151199.7,1.328600049,,,,,,
ATCC1710,1,3,B3,151199.7,1.461899996,,,,,,
ATCC1710,1,1,B1,154799.7,0.625899971,,,,,,
ATCC1710,1,1,B2,154799.7,1.162799954,,,,,,
ATCC1710,1,1,B3,154799.7,1.418200016,,,,,,
ATCC1710,1,2,B1,154799.7,0.798900008,,,,,,
ATCC1710,1,2,B2,154799.7,1.243199944,,,,,,
ATCC1710,1,2,B3,154799.7,1.546800017,,,,,,
ATCC1710,1,3,B1,154799.7,1.094400048,,,,,,
ATCC1710,1,3,B2,154799.7,1.316300035,,,,,,
ATCC1710,1,3,B3,154799.7,1.460399985,,,,,,
ATCC1710,1,1,B1,158399.7,0.600899994,,,,,,
ATCC1710,1,1,B2,158399.7,1.200099945,,,,,,
ATCC1710,1,1,B3,158399.7,1.444800019,,,,,,
ATCC1710,1,2,B1,158399.7,0.786599994,,,,,,
ATCC1710,1,2,B2,158399.7,1.329100013,,,,,,
ATCC1710,1,2,B3,158399.7,1.671300054,,,,,,
ATCC1710,1,3,B1,158399.7,1.416300058,,,,,,
ATCC1710,1,3,B2,158399.7,1.301699996,,,,,,
ATCC1710,1,3,B3,158399.7,1.486099958,,,,,,
ATCC1710,1,1,B1,161999.7,0.523400009,,,,,,
ATCC1710,1,1,B2,161999.7,1.25150001,,,,,,
ATCC1710,1,1,B3,161999.7,1.483199954,,,,,,
ATCC1710,1,2,B1,161999.7,0.750100017,,,,,,
ATCC1710,1,2,B2,161999.7,1.396999955,,,,,,
ATCC1710,1,2,B3,161999.7,1.67990005,,,,,,
ATCC1710,1,3,B1,161999.7,1.097200036,,,,,,
ATCC1710,1,3,B2,161999.7,1.297399998,,,,,,
ATCC1710,1,3,B3,161999.7,1.484699965,,,,,,
ATCC1710,1,1,B1,165599.6,0.526799977,,,,,,
ATCC1710,1,1,B2,165599.6,1.112100005,,,,,,
ATCC1710,1,1,B3,165599.6,1.556499958,,,,,,
ATCC1710,1,2,B1,165599.6,0.599099994,,,,,,
ATCC1710,1,2,B2,165599.6,1.248100042,,,,,,
ATCC1710,1,2,B3,165599.6,1.589400053,,,,,,
ATCC1710,1,3,B1,165599.6,1.59010005,,,,,,
ATCC1710,1,3,B2,165599.6,1.339100003,,,,,,
ATCC1710,1,3,B3,165599.6,1.498100042,,,,,,
ATCC1710,1,1,B1,169199.6,0.505500019,,,,,,
ATCC1710,1,1,B2,169199.6,1.264400005,,,,,,
ATCC1710,1,1,B3,169199.6,1.353899956,,,,,,
ATCC1710,1,2,B1,169199.6,0.520099998,,,,,,
ATCC1710,1,2,B2,169199.6,1.044399977,,,,,,
ATCC1710,1,2,B3,169199.6,1.55340004,,,,,,
ATCC1710,1,3,B1,169199.6,0.898000002,,,,,,
ATCC1710,1,3,B2,169199.6,1.312999964,,,,,,
ATCC1710,1,3,B3,169199.6,1.51699996,,,,,,
ATCC1710,1,1,B1,172799.6,0.517499983,,,,,,
ATCC1710,1,1,B2,172799.6,1.193300009,,,,,,
ATCC1710,1,1,B3,172799.6,1.433099985,,,,,,
ATCC1710,1,2,B1,172799.6,0.479299992,,,,,,
ATCC1710,1,2,B2,172799.6,1.081900001,,,,,,
ATCC1710,1,2,B3,172799.6,1.466400027,,,,,,
ATCC1710,1,3,B1,172799.6,1.619099975,,,,,,
ATCC1710,1,3,B2,172799.6,1.361400008,,,,,,
ATCC1710,1,3,B3,172799.6,1.552099943,,,,,,
ATCC1710,0,1,G3,0,0.148200005,,,,,,
ATCC1710,0,1,G4,0,0.144800007,,,,,,
ATCC1710,0,2,G3,0,0.092500001,,,,,,
ATCC1710,0,2,G4,0,0.097999997,,,,,,
ATCC1710,0,3,G3,0,0.120999999,,,,,,
ATCC1710,0,3,G4,0,0.121399999,,,,,,
ATCC1710,0,1,G3,3600,0.093199998,,,,,,
ATCC1710,0,1,G4,3600,0.090800002,,,,,,
ATCC1710,0,2,G3,3600,0.092200004,,,,,,
ATCC1710,0,2,G4,3600,0.093699999,,,,,,
ATCC1710,0,3,G3,3600,0.119499996,,,,,,
ATCC1710,0,3,G4,3600,0.122400001,,,,,,
ATCC1710,0,1,G3,7200,0.093599997,,,,,,
ATCC1710,0,1,G4,7200,0.093800001,,,,,,
ATCC1710,0,2,G3,7200,0.103699997,,,,,,
ATCC1710,0,2,G4,7200,0.1052,,,,,,
ATCC1710,0,3,G3,7200,0.123800002,,,,,,
ATCC1710,0,3,G4,7200,0.128399998,,,,,,
ATCC1710,0,1,G3,10800,0.122100003,,,,,,
ATCC1710,0,1,G4,10800,0.123300001,,,,,,
ATCC1710,0,2,G3,10800,0.128999993,,,,,,
ATCC1710,0,2,G4,10800,0.130199999,,,,,,
ATCC1710,0,3,G3,10800,0.155300006,,,,,,
ATCC1710,0,3,G4,10800,0.149100006,,,,,,
ATCC1710,0,1,G3,14400,0.160300002,,,,,,
ATCC1710,0,1,G4,14400,0.160999998,,,,,,
ATCC1710,0,2,G3,14400,0.169799998,,,,,,
ATCC1710,0,2,G4,14400,0.170100003,,,,,,
ATCC1710,0,3,G3,14400,0.198400006,,,,,,
ATCC1710,0,3,G4,14400,0.195999995,,,,,,
ATCC1710,0,1,G3,18000,0.211999997,,,,,,
ATCC1710,0,1,G4,18000,0.210299999,,,,,,
ATCC1710,0,2,G3,18000,0.225999996,,,,,,
ATCC1710,0,2,G4,18000,0.223800004,,,,,,
ATCC1710,0,3,G3,18000,0.256199986,,,,,,
ATCC1710,0,3,G4,18000,0.243200004,,,,,,
ATCC1710,0,1,G3,21600,0.2861,,,,,,
ATCC1710,0,1,G4,21600,0.284299999,,,,,,
ATCC1710,0,2,G3,21600,0.308899999,,,,,,
ATCC1710,0,2,G4,21600,0.299400002,,,,,,
ATCC1710,0,3,G3,21600,0.324099988,,,,,,
ATCC1710,0,3,G4,21600,0.316799998,,,,,,
ATCC1710,0,1,G3,25200,0.357300013,,,,,,
ATCC1710,0,1,G4,25200,0.373800009,,,,,,
ATCC1710,0,2,G3,25200,0.388700008,,,,,,
ATCC1710,0,2,G4,25200,0.366299987,,,,,,
ATCC1710,0,3,G3,25200,0.402399987,,,,,,
ATCC1710,0,3,G4,25200,0.404500008,,,,,,
ATCC1710,0,1,G3,28800,0.469000012,,,,,,
ATCC1710,0,1,G4,28800,0.469199985,,,,,,
ATCC1710,0,2,G3,28800,0.467400014,,,,,,
ATCC1710,0,2,G4,28800,0.4551,,,,,,
ATCC1710,0,3,G3,28800,0.519999981,,,,,,
ATCC1710,0,3,G4,28800,0.525600016,,,,,,
ATCC1710,0,1,G3,32399.9,0.595399976,,,,,,
ATCC1710,0,1,G4,32399.9,0.610800028,,,,,,
ATCC1710,0,2,G3,32399.9,0.577499986,,,,,,
ATCC1710,0,2,G4,32399.9,0.575500011,,,,,,
ATCC1710,0,3,G3,32399.9,0.660300016,,,,,,
ATCC1710,0,3,G4,32399.9,0.682099998,,,,,,
ATCC1710,0,1,G3,36000,0.732599974,,,,,,
ATCC1710,0,1,G4,36000,0.749300003,,,,,,
ATCC1710,0,2,G3,36000,0.719200015,,,,,,
ATCC1710,0,2,G4,36000,0.712800026,,,,,,
ATCC1710,0,3,G3,36000,0.808300018,,,,,,
ATCC1710,0,3,G4,36000,0.825699985,,,,,,
ATCC1710,0,1,G3,39599.9,0.835600019,,,,,,
ATCC1710,0,1,G4,39599.9,0.852699995,,,,,,
ATCC1710,0,2,G3,39599.9,0.819999993,,,,,,
ATCC1710,0,2,G4,39599.9,0.808899999,,,,,,
ATCC1710,0,3,G3,39599.9,0.9102,,,,,,
ATCC1710,0,3,G4,39599.9,0.923399985,,,,,,
ATCC1710,0,1,G3,43199.9,0.9472,,,,,,
ATCC1710,0,1,G4,43199.9,0.940800011,,,,,,
ATCC1710,0,2,G3,43199.9,0.879599988,,,,,,
ATCC1710,0,2,G4,43199.9,0.895799994,,,,,,
ATCC1710,0,3,G3,43199.9,0.991999984,,,,,,
ATCC1710,0,3,G4,43199.9,1.006199956,,,,,,
ATCC1710,0,1,G3,46800,1.005699992,,,,,,
ATCC1710,0,1,G4,46800,0.991599977,,,,,,
ATCC1710,0,2,G3,46800,0.949199975,,,,,,
ATCC1710,0,2,G4,46800,0.974799991,,,,,,
ATCC1710,0,3,G3,46800,1.062000036,,,,,,
ATCC1710,0,3,G4,46800,1.077800035,,,,,,
ATCC1710,0,1,G3,50399.9,1.059100032,,,,,,
ATCC1710,0,1,G4,50399.9,1.056900024,,,,,,
ATCC1710,0,2,G3,50399.9,1.013900042,,,,,,
ATCC1710,0,2,G4,50399.9,1.033599973,,,,,,
ATCC1710,0,3,G3,50399.9,1.110499978,,,,,,
ATCC1710,0,3,G4,50399.9,1.122599959,,,,,,
ATCC1710,0,1,G3,53999.9,1.113299966,,,,,,
ATCC1710,0,1,G4,53999.9,1.109200001,,,,,,
ATCC1710,0,2,G3,53999.9,1.062999964,,,,,,
ATCC1710,0,2,G4,53999.9,1.083199978,,,,,,
ATCC1710,0,3,G3,53999.9,1.165199995,,,,,,
ATCC1710,0,3,G4,53999.9,1.171300054,,,,,,
ATCC1710,0,1,G3,57599.9,1.138700008,,,,,,
ATCC1710,0,1,G4,57599.9,1.161599994,,,,,,
ATCC1710,0,2,G3,57599.9,1.112900019,,,,,,
ATCC1710,0,2,G4,57599.9,1.130699992,,,,,,
ATCC1710,0,3,G3,57599.9,1.204300046,,,,,,
ATCC1710,0,3,G4,57599.9,1.203400016,,,,,,
ATCC1710,0,1,G3,61199.9,1.183300018,,,,,,
ATCC1710,0,1,G4,61199.9,1.190799952,,,,,,
ATCC1710,0,2,G3,61199.9,1.139299989,,,,,,
ATCC1710,0,2,G4,61199.9,1.150200009,,,,,,
ATCC1710,0,3,G3,61199.9,1.23150003,,,,,,
ATCC1710,0,3,G4,61199.9,1.236299992,,,,,,
ATCC1710,0,1,G3,64799.9,1.200000048,,,,,,
ATCC1710,0,1,G4,64799.9,1.216599941,,,,,,
ATCC1710,0,2,G3,64799.9,1.172500014,,,,,,
ATCC1710,0,2,G4,64799.9,1.182899952,,,,,,
ATCC1710,0,3,G3,64799.9,1.256999969,,,,,,
ATCC1710,0,3,G4,64799.9,1.254899979,,,,,,
ATCC1710,0,1,G3,68399.9,1.215999961,,,,,,
ATCC1710,0,1,G4,68399.9,1.225999951,,,,,,
ATCC1710,0,2,G3,68399.9,1.180299997,,,,,,
ATCC1710,0,2,G4,68399.9,1.197600007,,,,,,
ATCC1710,0,3,G3,68399.9,1.277799964,,,,,,
ATCC1710,0,3,G4,68399.9,1.273100019,,,,,,
ATCC1710,0,1,G3,71999.9,1.234599948,,,,,,
ATCC1710,0,1,G4,71999.9,1.241400003,,,,,,
ATCC1710,0,2,G3,71999.9,1.195600033,,,,,,
ATCC1710,0,2,G4,71999.9,1.220299959,,,,,,
ATCC1710,0,3,G3,71999.9,1.29460001,,,,,,
ATCC1710,0,3,G4,71999.9,1.276100039,,,,,,
ATCC1710,0,1,G3,75599.9,1.253900051,,,,,,
ATCC1710,0,1,G4,75599.9,1.262099981,,,,,,
ATCC1710,0,2,G3,75599.9,1.218099952,,,,,,
ATCC1710,0,2,G4,75599.9,1.236199975,,,,,,
ATCC1710,0,3,G3,75599.9,1.308400035,,,,,,
ATCC1710,0,3,G4,75599.9,1.293200016,,,,,,
ATCC1710,0,1,G3,79199.9,1.257500052,,,,,,
ATCC1710,0,1,G4,79199.9,1.273900032,,,,,,
ATCC1710,0,2,G3,79199.9,1.228500009,,,,,,
ATCC1710,0,2,G4,79199.9,1.253200054,,,,,,
ATCC1710,0,3,G3,79199.9,1.309200048,,,,,,
ATCC1710,0,3,G4,79199.9,1.305099964,,,,,,
ATCC1710,0,1,G3,82799.8,1.276100039,,,,,,
ATCC1710,0,1,G4,82799.8,1.288200021,,,,,,
ATCC1710,0,2,G3,82799.8,1.237100005,,,,,,
ATCC1710,0,2,G4,82799.8,1.258900046,,,,,,
ATCC1710,0,3,G3,82799.8,1.328500032,,,,,,
ATCC1710,0,3,G4,82799.8,1.317700028,,,,,,
ATCC1710,0,1,G3,86399.8,1.279899955,,,,,,
ATCC1710,0,1,G4,86399.8,1.292899966,,,,,,
ATCC1710,0,2,G3,86399.8,1.252300024,,,,,,
ATCC1710,0,2,G4,86399.8,1.281299949,,,,,,
ATCC1710,0,3,G3,86399.8,1.335600019,,,,,,
ATCC1710,0,3,G4,86399.8,1.338099957,,,,,,
ATCC1710,0,1,G3,89999.8,1.297299981,,,,,,
ATCC1710,0,1,G4,89999.8,1.306599975,,,,,,
ATCC1710,0,2,G3,89999.8,1.253800035,,,,,,
ATCC1710,0,2,G4,89999.8,1.286399961,,,,,,
ATCC1710,0,3,G3,89999.8,1.350800037,,,,,,
ATCC1710,0,3,G4,89999.8,1.341699958,,,,,,
ATCC1710,0,1,G3,93599.8,1.29400003,,,,,,
ATCC1710,0,1,G4,93599.8,1.306399941,,,,,,
ATCC1710,0,2,G3,93599.8,1.266000032,,,,,,
ATCC1710,0,2,G4,93599.8,1.290799975,,,,,,
ATCC1710,0,3,G3,93599.8,1.351799965,,,,,,
ATCC1710,0,3,G4,93599.8,1.338999987,,,,,,
ATCC1710,0,1,G3,97199.8,1.298900008,,,,,,
ATCC1710,0,1,G4,97199.8,1.308099985,,,,,,
ATCC1710,0,2,G3,97199.8,1.278499961,,,,,,
ATCC1710,0,2,G4,97199.8,1.304999948,,,,,,
ATCC1710,0,3,G3,97199.8,1.35710001,,,,,,
ATCC1710,0,3,G4,97199.8,1.353099942,,,,,,
ATCC1710,0,1,G3,100799.8,1.295699954,,,,,,
ATCC1710,0,1,G4,100799.8,1.31159997,,,,,,
ATCC1710,0,2,G3,100799.8,1.281100035,,,,,,
ATCC1710,0,2,G4,100799.8,1.305899978,,,,,,
ATCC1710,0,3,G3,100799.8,1.360100031,,,,,,
ATCC1710,0,3,G4,100799.8,1.355999947,,,,,,
ATCC1710,0,1,G3,104399.8,1.306399941,,,,,,
ATCC1710,0,1,G4,104399.8,1.319900036,,,,,,
ATCC1710,0,2,G3,104399.8,1.287899971,,,,,,
ATCC1710,0,2,G4,104399.8,1.310700059,,,,,,
ATCC1710,0,3,G3,104399.8,1.361600041,,,,,,
ATCC1710,0,3,G4,104399.8,1.362900019,,,,,,
ATCC1710,0,1,G3,107999.8,1.309700012,,,,,,
ATCC1710,0,1,G4,107999.8,1.323699951,,,,,,
ATCC1710,0,2,G3,107999.8,1.301100016,,,,,,
ATCC1710,0,2,G4,107999.8,1.322900057,,,,,,
ATCC1710,0,3,G3,107999.8,1.368700027,,,,,,
ATCC1710,0,3,G4,107999.8,1.363899946,,,,,,
ATCC1710,0,1,G3,111599.8,1.311200023,,,,,,
ATCC1710,0,1,G4,111599.8,1.332900047,,,,,,
ATCC1710,0,2,G3,111599.8,1.3046,,,,,,
ATCC1710,0,2,G4,111599.8,1.335199952,,,,,,
ATCC1710,0,3,G3,111599.8,1.382799983,,,,,,
ATCC1710,0,3,G4,111599.8,1.373399973,,,,,,
ATCC1710,0,1,G3,115199.8,1.315799952,,,,,,
