isolate,glucose_vv,experiment_repeat,well_id,time_s,OD,,,,,,
NCTC12156,0,1,G1,7200,0.087200001,,,,,,
NCTC12156,0,1,G2,7200,0.088200003,,,,,,
NCTC12156,0,2,G1,7200,0.093099996,,,,,,
NCTC12156,0,2,G2,7200,0.095399998,,,,,,
NCTC12156,0,3,G1,7200,0.107799999,,,,,,
NCTC12156,0,3,G2,7200,0.107299998,,,,,,
NCTC12156,0,1,G1,10800,0.094099998,,,,,,
NCTC12156,0,1,G2,10800,0.1017,,,,,,
NCTC12156,0,2,G1,10800,0.100000001,,,,,,
NCTC12156,0,2,G2,10800,0.1039,,,,,,
NCTC12156,0,3,G1,10800,0.114100002,,,,,,
NCTC12156,0,3,G2,10800,0.114399999,,,,,,
NCTC12156,0,1,G1,14400,0.103399999,,,,,,
NCTC12156,0,1,G2,14400,0.110200003,,,,,,
NCTC12156,0,2,G1,14400,0.112499997,,,,,,
NCTC12156,0,2,G2,14400,0.1149,,,,,,
NCTC12156,0,3,G1,14400,0.124899998,,,,,,
NCTC12156,0,3,G2,14400,0.125499994,,,,,,
NCTC12156,0,1,G1,18000,0.116400003,,,,,,
NCTC12156,0,1,G2,18000,0.1153,,,,,,
NCTC12156,0,2,G1,18000,0.1303,,,,,,
NCTC12156,0,2,G2,18000,0.130899996,,,,,,
NCTC12156,0,3,G1,18000,0.140400007,,,,,,
NCTC12156,0,3,G2,18000,0.137500003,,,,,,
NCTC12156,0,1,G1,21600,0.142399997,,,,,,
NCTC12156,0,1,G2,21600,0.135000005,,,,,,
NCTC12156,0,2,G1,21600,0.161899999,,,,,,
NCTC12156,0,2,G2,21600,0.159999996,,,,,,
NCTC12156,0,3,G1,21600,0.1796,,,,,,
NCTC12156,0,3,G2,21600,0.174500003,,,,,,
NCTC12156,0,1,G1,25200,0.176899999,,,,,,
NCTC12156,0,1,G2,25200,0.169300005,,,,,,
NCTC12156,0,2,G1,25200,0.220799997,,,,,,
NCTC12156,0,2,G2,25200,0.2148,,,,,,
NCTC12156,0,3,G1,25200,0.224199995,,,,,,
NCTC12156,0,3,G2,25200,0.230399996,,,,,,
NCTC12156,0,1,G1,28800,0.2412,,,,,,
NCTC12156,0,1,G2,28800,0.239700004,,,,,,
NCTC12156,0,2,G1,28800,0.309399992,,,,,,
NCTC12156,0,2,G2,28800,0.299600005,,,,,,
NCTC12156,0,3,G1,28800,0.300199986,,,,,,
NCTC12156,0,3,G2,28800,0.314099997,,,,,,
NCTC12156,0,1,G1,32399.9,0.339300007,,,,,,
NCTC12156,0,1,G2,32399.9,0.347600013,,,,,,
NCTC12156,0,2,G1,32399.9,0.397599995,,,,,,
NCTC12156,0,2,G2,32399.9,0.395900011,,,,,,
NCTC12156,0,3,G1,32399.9,0.4384,,,,,,
NCTC12156,0,3,G2,32399.9,0.452300012,,,,,,
NCTC12156,0,1,G1,36000,0.449900001,,,,,,
NCTC12156,0,1,G2,36000,0.448500007,,,,,,
NCTC12156,0,2,G1,36000,0.499300003,,,,,,
NCTC12156,0,2,G2,36000,0.496300012,,,,,,
NCTC12156,0,3,G1,36000,0.566200018,,,,,,
NCTC12156,0,3,G2,36000,0.584999979,,,,,,
NCTC12156,0,1,G1,39599.9,0.566999972,,,,,,
NCTC12156,0,1,G2,39599.9,0.540899992,,,,,,
NCTC12156,0,2,G1,39599.9,0.614700019,,,,,,
NCTC12156,0,2,G2,39599.9,0.602900028,,,,,,
NCTC12156,0,3,G1,39599.9,0.672999978,,,,,,
NCTC12156,0,3,G2,39599.9,0.674199998,,,,,,
NCTC12156,0,1,G1,43199.9,0.654699981,,,,,,
NCTC12156,0,1,G2,43199.9,0.648899972,,,,,,
NCTC12156,0,2,G1,43199.9,0.658100009,,,,,,
NCTC12156,0,2,G2,43199.9,0.664200008,,,,,,
NCTC12156,0,3,G1,43199.9,0.772700012,,,,,,
NCTC12156,0,3,G2,43199.9,0.781499982,,,,,,
NCTC12156,0,1,G1,46800,0.742600024,,,,,,
NCTC12156,0,1,G2,46800,0.727100015,,,,,,
NCTC12156,0,2,G1,46800,0.750999987,,,,,,
NCTC12156,0,2,G2,46800,0.716799974,,,,,,
NCTC12156,0,3,G1,46800,0.861999989,,,,,,
NCTC12156,0,3,G2,46800,0.865700006,,,,,,
NCTC12156,0,1,G1,50399.9,0.810100019,,,,,,
NCTC12156,0,1,G2,50399.9,0.778599977,,,,,,
NCTC12156,0,2,G1,50399.9,0.796999991,,,,,,
NCTC12156,0,2,G2,50399.9,0.78579998,,,,,,
NCTC12156,0,3,G1,50399.9,0.910099983,,,,,,
NCTC12156,0,3,G2,50399.9,0.910099983,,,,,,
NCTC12156,0,1,G1,53999.9,0.819000006,,,,,,
NCTC12156,0,1,G2,53999.9,0.833100021,,,,,,
NCTC12156,0,2,G1,53999.9,0.840300024,,,,,,
NCTC12156,0,2,G2,53999.9,0.805400014,,,,,,
NCTC12156,0,3,G1,53999.9,0.945800006,,,,,,
NCTC12156,0,3,G2,53999.9,0.91140002,,,,,,
NCTC12156,0,1,G1,57599.9,0.877499998,,,,,,
NCTC12156,0,1,G2,57599.9,0.86589998,,,,,,
NCTC12156,0,2,G1,57599.9,0.832199991,,,,,,
NCTC12156,0,2,G2,57599.9,0.837400019,,,,,,
NCTC12156,0,3,G1,57599.9,0.960200012,,,,,,
NCTC12156,0,3,G2,57599.9,0.961399972,,,,,,
NCTC12156,0,1,G1,61199.9,0.872900009,,,,,,
NCTC12156,0,1,G2,61199.9,0.902100027,,,,,,
NCTC12156,0,2,G1,61199.9,0.852299988,,,,,,
NCTC12156,0,2,G2,61199.9,0.882499993,,,,,,
NCTC12156,0,3,G1,61199.9,0.963999987,,,,,,
NCTC12156,0,3,G2,61199.9,0.967800021,,,,,,
NCTC12156,0,1,G1,64799.9,0.906199992,,,,,,
NCTC12156,0,1,G2,64799.9,0.90990001,,,,,,
NCTC12156,0,2,G1,64799.9,0.817900002,,,,,,
NCTC12156,0,2,G2,64799.9,0.900900006,,,,,,
NCTC12156,0,3,G1,64799.9,0.964999974,,,,,,
NCTC12156,0,3,G2,64799.9,1.00059998,,,,,,
NCTC12156,0,1,G1,68399.9,0.897499979,,,,,,
NCTC12156,0,1,G2,68399.9,0.944199979,,,,,,
NCTC12156,0,2,G1,68399.9,0.879800022,,,,,,
NCTC12156,0,2,G2,68399.9,0.902899981,,,,,,
NCTC12156,0,3,G1,68399.9,0.95599997,,,,,,
NCTC12156,0,3,G2,68399.9,1.025300026,,,,,,
NCTC12156,0,1,G1,71999.9,0.914099991,,,,,,
NCTC12156,0,1,G2,71999.9,0.970600009,,,,,,
NCTC12156,0,2,G1,71999.9,0.845600009,,,,,,
NCTC12156,0,2,G2,71999.9,0.917100012,,,,,,
NCTC12156,0,3,G1,71999.9,1.00059998,,,,,,
NCTC12156,0,3,G2,71999.9,1.071499944,,,,,,
NCTC12156,0,1,G1,75599.9,0.931900024,,,,,,
NCTC12156,0,1,G2,75599.9,0.978900015,,,,,,
NCTC12156,0,2,G1,75599.9,0.810599983,,,,,,
NCTC12156,0,2,G2,75599.9,0.949400008,,,,,,
NCTC12156,0,3,G1,75599.9,0.921199977,,,,,,
NCTC12156,0,3,G2,75599.9,1.077499986,,,,,,
NCTC12156,0,1,G1,79199.9,0.928799987,,,,,,
NCTC12156,0,1,G2,79199.9,1.009199977,,,,,,
NCTC12156,0,2,G1,79199.9,0.77759999,,,,,,
NCTC12156,0,2,G2,79199.9,0.96329999,,,,,,
NCTC12156,0,3,G1,79199.9,1.001299977,,,,,,
NCTC12156,0,3,G2,79199.9,1.084599972,,,,,,
NCTC12156,0,1,G1,82799.8,0.859200001,,,,,,
NCTC12156,0,1,G2,82799.8,1.035699964,,,,,,
NCTC12156,0,2,G1,82799.8,0.737600029,,,,,,
NCTC12156,0,2,G2,82799.8,0.985800028,,,,,,
NCTC12156,0,3,G1,82799.8,0.978699982,,,,,,
NCTC12156,0,3,G2,82799.8,1.087100029,,,,,,
NCTC12156,0,1,G1,86399.8,0.835699975,,,,,,
NCTC12156,0,1,G2,86399.8,1.027199984,,,,,,
NCTC12156,0,2,G1,86399.8,0.739400029,,,,,,
NCTC12156,0,2,G2,86399.8,1.008000016,,,,,,
NCTC12156,0,3,G1,86399.8,0.953700006,,,,,,
NCTC12156,0,3,G2,86399.8,1.08949995,,,,,,
NCTC12156,0,1,G1,89999.8,0.885100007,,,,,,
NCTC12156,0,1,G2,89999.8,1.030799985,,,,,,
NCTC12156,0,2,G1,89999.8,0.713,,,,,,
NCTC12156,0,2,G2,89999.8,1.011700034,,,,,,
NCTC12156,0,3,G1,89999.8,1.044999957,,,,,,
NCTC12156,0,3,G2,89999.8,1.093899965,,,,,,
NCTC12156,0,1,G1,93599.8,0.846899986,,,,,,
NCTC12156,0,1,G2,93599.8,1.039999962,,,,,,
NCTC12156,0,2,G1,93599.8,0.674000025,,,,,,
NCTC12156,0,2,G2,93599.8,1.020900011,,,,,,
NCTC12156,0,3,G1,93599.8,0.888700008,,,,,,
NCTC12156,0,3,G2,93599.8,1.094300032,,,,,,
NCTC12156,0,1,G1,97199.8,0.772099972,,,,,,
NCTC12156,0,1,G2,97199.8,1.032899976,,,,,,
NCTC12156,0,2,G1,97199.8,0.727500021,,,,,,
NCTC12156,0,2,G2,97199.8,1.012099981,,,,,,
NCTC12156,0,3,G1,97199.8,0.904500008,,,,,,
NCTC12156,0,3,G2,97199.8,1.095399976,,,,,,
NCTC12156,0,1,G1,100799.8,0.664900005,,,,,,
NCTC12156,0,1,G2,100799.8,1.014799953,,,,,,
NCTC12156,0,2,G1,100799.8,0.659600019,,,,,,
NCTC12156,0,2,G2,100799.8,1.034700036,,,,,,
NCTC12156,0,3,G1,100799.8,0.877799988,,,,,,
NCTC12156,0,3,G2,100799.8,1.077200055,,,,,,
NCTC12156,0,1,G1,104399.8,0.76639998,,,,,,
NCTC12156,0,1,G2,104399.8,1.016499996,,,,,,
NCTC12156,0,2,G1,104399.8,0.560000002,,,,,,
NCTC12156,0,2,G2,104399.8,0.991599977,,,,,,
NCTC12156,0,3,G1,104399.8,0.8046,,,,,,
NCTC12156,0,3,G2,104399.8,1.056100011,,,,,,
NCTC12156,0,1,G1,107999.8,0.765100002,,,,,,
NCTC12156,0,1,G2,107999.8,1.021999955,,,,,,
NCTC12156,0,2,G1,107999.8,0.515999973,,,,,,
NCTC12156,0,2,G2,107999.8,1.019899964,,,,,,
NCTC12156,0,3,G1,107999.8,0.736899972,,,,,,
NCTC12156,0,3,G2,107999.8,1.085899949,,,,,,
NCTC12156,0,1,G1,111599.8,0.614300013,,,,,,
NCTC12156,0,1,G2,111599.8,1.04460001,,,,,,
NCTC12156,0,2,G1,111599.8,0.486799985,,,,,,
NCTC12156,0,2,G2,111599.8,0.976899981,,,,,,
NCTC12156,0,3,G1,111599.8,0.704100013,,,,,,
NCTC12156,0,3,G2,111599.8,1.067800045,,,,,,
NCTC12156,0,1,G1,115199.8,0.582700014,,,,,,
NCTC12156,0,1,G2,115199.8,0.989000022,,,,,,
NCTC12156,0,2,G1,115199.8,0.525200009,,,,,,
NCTC12156,0,2,G2,115199.8,1.006999969,,,,,,
NCTC12156,0,3,G1,115199.8,0.661800027,,,,,,
NCTC12156,0,3,G2,115199.8,1.042899966,,,,,,
NCTC12156,0,1,G1,118799.8,0.560899973,,,,,,
NCTC12156,0,1,G2,118799.8,1.005100012,,,,,,
NCTC12156,0,2,G1,118799.8,0.506099999,,,,,,
NCTC12156,0,2,G2,118799.8,1.032999992,,,,,,
NCTC12156,0,3,G1,118799.8,0.657500029,,,,,,
NCTC12156,0,3,G2,118799.8,1.081799984,,,,,,
NCTC12156,0,1,G1,122400.6,0.54430002,,,,,,
NCTC12156,0,1,G2,122400.6,1.131500006,,,,,,
NCTC12156,0,2,G1,122400.6,0.490999997,,,,,,
NCTC12156,0,2,G2,122400.6,0.961099982,,,,,,
NCTC12156,0,3,G1,122400.6,0.657000005,,,,,,
NCTC12156,0,3,G2,122400.6,1.043200016,,,,,,
NCTC12156,0,1,G1,125999.7,0.546000004,,,,,,
NCTC12156,0,1,G2,125999.7,0.915700018,,,,,,
NCTC12156,0,2,G1,125999.7,0.486600012,,,,,,
NCTC12156,0,2,G2,125999.7,1.001199961,,,,,,
NCTC12156,0,3,G1,125999.7,0.630599976,,,,,,
NCTC12156,0,3,G2,125999.7,1.014799953,,,,,,
NCTC12156,0,1,G1,129599.7,0.536599994,,,,,,
NCTC12156,0,1,G2,129599.7,0.856400013,,,,,,
NCTC12156,0,2,G1,129599.7,0.489399999,,,,,,
NCTC12156,0,2,G2,129599.7,0.95660001,,,,,,
NCTC12156,0,3,G1,129599.7,0.626800001,,,,,,
NCTC12156,0,3,G2,129599.7,1.060799956,,,,,,
NCTC12156,0,1,G1,133199.8,0.533500016,,,,,,
NCTC12156,0,1,G2,133199.8,0.855099976,,,,,,
NCTC12156,0,2,G1,133199.8,0.490099996,,,,,,
NCTC12156,0,2,G2,133199.8,0.94660002,,,,,,
NCTC12156,0,3,G1,133199.8,0.626999974,,,,,,
NCTC12156,0,3,G2,133199.8,0.976199985,,,,,,
NCTC12156,0,1,G1,136799.7,0.532299995,,,,,,
NCTC12156,0,1,G2,136799.7,0.818499982,,,,,,
NCTC12156,0,2,G1,136799.7,0.49000001,,,,,,
NCTC12156,0,2,G2,136799.7,0.925300002,,,,,,
NCTC12156,0,3,G1,136799.7,0.602199972,,,,,,
NCTC12156,0,3,G2,136799.7,0.9551,,,,,,
NCTC12156,0,1,G1,140399.7,0.519699991,,,,,,
NCTC12156,0,1,G2,140399.7,0.846300006,,,,,,
NCTC12156,0,2,G1,140399.7,0.489199996,,,,,,
NCTC12156,0,2,G2,140399.7,0.847000003,,,,,,
NCTC12156,0,3,G1,140399.7,0.614199996,,,,,,
NCTC12156,0,3,G2,140399.7,0.955500007,,,,,,
NCTC12156,0,1,G1,143999.7,0.503799975,,,,,,
NCTC12156,0,1,G2,143999.7,0.838800013,,,,,,
NCTC12156,0,2,G1,143999.7,0.462799996,,,,,,
NCTC12156,0,2,G2,143999.7,0.855799973,,,,,,
NCTC12156,0,3,G1,143999.7,0.598800004,,,,,,
NCTC12156,0,3,G2,143999.7,0.921500027,,,,,,
NCTC12156,0,1,G1,147599.7,0.493099988,,,,,,
NCTC12156,0,1,G2,147599.7,0.788900018,,,,,,
NCTC12156,0,2,G1,147599.7,0.460200012,,,,,,
NCTC12156,0,2,G2,147599.7,0.851100028,,,,,,
NCTC12156,0,3,G1,147599.7,0.595600009,,,,,,
NCTC12156,0,3,G2,147599.7,0.920899987,,,,,,
NCTC12156,0,1,G1,151199.7,0.478799999,,,,,,
NCTC12156,0,1,G2,151199.7,0.762300014,,,,,,
NCTC12156,0,2,G1,151199.7,0.444499999,,,,,,
NCTC12156,0,2,G2,151199.7,0.855300009,,,,,,
NCTC12156,0,3,G1,151199.7,0.584100008,,,,,,
NCTC12156,0,3,G2,151199.7,0.873700023,,,,,,
NCTC12156,0,1,G1,154799.7,0.4639,,,,,,
NCTC12156,0,1,G2,154799.7,0.707400024,,,,,,
NCTC12156,0,2,G1,154799.7,0.436100006,,,,,,
NCTC12156,0,2,G2,154799.7,0.77579999,,,,,,
NCTC12156,0,3,G1,154799.7,0.571099997,,,,,,
NCTC12156,0,3,G2,154799.7,0.882000029,,,,,,
NCTC12156,0,1,G1,158399.7,0.450199991,,,,,,
NCTC12156,0,1,G2,158399.7,0.734300017,,,,,,
NCTC12156,0,2,G1,158399.7,0.420899987,,,,,,
NCTC12156,0,2,G2,158399.7,0.799499989,,,,,,
NCTC12156,0,3,G1,158399.7,0.561100006,,,,,,
NCTC12156,0,3,G2,158399.7,0.864600003,,,,,,
NCTC12156,0,1,G1,161999.7,0.440600008,,,,,,
NCTC12156,0,1,G2,161999.7,0.670099974,,,,,,
NCTC12156,0,2,G1,161999.7,0.416599989,,,,,,
NCTC12156,0,2,G2,161999.7,0.744000018,,,,,,
NCTC12156,0,3,G1,161999.7,0.546500027,,,,,,
NCTC12156,0,3,G2,161999.7,0.837800026,,,,,,
NCTC12156,0,1,G1,165599.6,0.418500006,,,,,,
NCTC12156,0,1,G2,165599.6,0.673699975,,,,,,
NCTC12156,0,2,G1,165599.6,0.402700007,,,,,,
NCTC12156,0,2,G2,165599.6,0.718599975,,,,,,
NCTC12156,0,3,G1,165599.6,0.537400007,,,,,,
NCTC12156,0,3,G2,165599.6,0.853900015,,,,,,
NCTC12156,0,1,G1,169199.6,0.415699989,,,,,,
NCTC12156,0,1,G2,169199.6,0.655799985,,,,,,
NCTC12156,0,2,G1,169199.6,0.387499988,,,,,,
NCTC12156,0,2,G2,169199.6,0.720499992,,,,,,
NCTC12156,0,3,G1,169199.6,0.527199984,,,,,,
NCTC12156,0,3,G2,169199.6,0.832799971,,,,,,
NCTC12156,0,1,G1,172799.6,0.404300004,,,,,,
NCTC12156,0,1,G2,172799.6,0.649100006,,,,,,
NCTC12156,0,2,G1,172799.6,0.372299999,,,,,,
NCTC12156,0,2,G2,172799.6,0.682600021,,,,,,
NCTC12156,0,3,G1,172799.6,0.516499996,,,,,,
NCTC12156,0,3,G2,172799.6,0.776799977,,,,,,
ATCC1710,1,1,B1,0,0.138899997,,,,,,
ATCC1710,1,1,B2,0,0.156599998,,,,,,
ATCC1710,1,1,B3,0,0.146799996,,,,,,
ATCC1710,1,2,B1,0,0.117200002,,,,,,
ATCC1710,1,2,B2,0,0.116400003,,,,,,
ATCC1710,1,2,B3,0,0.127800003,,,,,,
ATCC1710,1,3,B1,0,0.106600001,,,,,,
ATCC1710,1,3,B2,0,0.108400002,,,,,,
ATCC1710,1,3,B3,0,0.112599999,,,,,,
ATCC1710,1,1,B1,3600,0.101599999,,,,,,
ATCC1710,1,1,B2,3600,0.102799997,,,,,,
ATCC1710,1,1,B3,3600,0.103200004,,,,,,
ATCC1710,1,2,B1,3600,0.113899998,,,,,,
ATCC1710,1,2,B2,3600,0.1061,,,,,,
ATCC1710,1,2,B3,3600,0.1052,,,,,,
ATCC1710,1,3,B1,3600,0.1052,,,,,,
ATCC1710,1,3,B2,3600,0.106899999,,,,,,
ATCC1710,1,3,B3,3600,0.108199999,,,,,,
ATCC1710,1,1,B1,7200,0.105099998,,,,,,
ATCC1710,1,1,B2,7200,0.1074,,,,,,
ATCC1710,1,1,B3,7200,0.107000001,,,,,,
ATCC1710,1,2,B1,7200,0.128000006,,,,,,
ATCC1710,1,2,B2,7200,0.120499998,,,,,,
ATCC1710,1,2,B3,7200,0.118799999,,,,,,
ATCC1710,1,3,B1,7200,0.109999999,,,,,,
ATCC1710,1,3,B2,7200,0.111599997,,,,,,
ATCC1710,1,3,B3,7200,0.111900002,,,,,,
ATCC1710,1,1,B1,10800,0.128199995,,,,,,
ATCC1710,1,1,B2,10800,0.131300002,,,,,,
ATCC1710,1,1,B3,10800,0.133300006,,,,,,
ATCC1710,1,2,B1,10800,0.150000006,,,,,,
ATCC1710,1,2,B2,10800,0.149399996,,,,,,
ATCC1710,1,2,B3,10800,0.1479,,,,,,
ATCC1710,1,3,B1,10800,0.137600005,,,,,,
ATCC1710,1,3,B2,10800,0.138600007,,,,,,
ATCC1710,1,3,B3,10800,0.137099996,,,,,,
ATCC1710,1,1,B1,14400,0.167099997,,,,,,
ATCC1710,1,1,B2,14400,0.167600006,,,,,,
ATCC1710,1,1,B3,14400,0.172399998,,,,,,
ATCC1710,1,2,B1,14400,0.189300001,,,,,,
ATCC1710,1,2,B2,14400,0.192399994,,,,,,
ATCC1710,1,2,B3,14400,0.190300003,,,,,,
ATCC1710,1,3,B1,14400,0.182600006,,,,,,
ATCC1710,1,3,B2,14400,0.182600006,,,,,,
ATCC1710,1,3,B3,14400,0.1752,,,,,,
ATCC1710,1,1,B1,18000,0.221100003,,,,,,
ATCC1710,1,1,B2,18000,0.216900006,,,,,,
ATCC1710,1,1,B3,18000,0.220300004,,,,,,
ATCC1710,1,2,B1,18000,0.238499999,,,,,,
ATCC1710,1,2,B2,18000,0.248899996,,,,,,
ATCC1710,1,2,B3,18000,0.249899998,,,,,,
ATCC1710,1,3,B1,18000,0.246900007,,,,,,
ATCC1710,1,3,B2,18000,0.240099996,,,,,,
ATCC1710,1,3,B3,18000,0.230800003,,,,,,
ATCC1710,1,1,B1,21600,0.302300006,,,,,,
ATCC1710,1,1,B2,21600,0.287699997,,,,,,
ATCC1710,1,1,B3,21600,0.289799988,,,,,,
ATCC1710,1,2,B1,21600,0.306400001,,,,,,
ATCC1710,1,2,B2,21600,0.32159999,,,,,,
ATCC1710,1,2,B3,21600,0.323900014,,,,,,
ATCC1710,1,3,B1,21600,0.329100013,,,,,,
ATCC1710,1,3,B2,21600,0.315800011,,,,,,
ATCC1710,1,3,B3,21600,0.305900007,,,,,,
ATCC1710,1,1,B1,25200,0.426699996,,,,,,
ATCC1710,1,1,B2,25200,0.3926,,,,,,
ATCC1710,1,1,B3,25200,0.386400014,,,,,,
ATCC1710,1,2,B1,25200,0.406699985,,,,,,
ATCC1710,1,2,B2,25200,0.415499985,,,,,,
ATCC1710,1,2,B3,25200,0.430000007,,,,,,
ATCC1710,1,3,B1,25200,0.446200013,,,,,,
ATCC1710,1,3,B2,25200,0.409999996,,,,,,
ATCC1710,1,3,B3,25200,0.401600003,,,,,,
ATCC1710,1,1,B1,28800,0.572000027,,,,,,
ATCC1710,1,1,B2,28800,0.533399999,,,,,,
ATCC1710,1,1,B3,28800,0.516200006,,,,,,
ATCC1710,1,2,B1,28800,0.53609997,,,,,,
ATCC1710,1,2,B2,28800,0.51700002,,,,,,
ATCC1710,1,2,B3,28800,0.549199998,,,,,,
ATCC1710,1,3,B1,28800,0.562699974,,,,,,
ATCC1710,1,3,B2,28800,0.520900011,,,,,,
ATCC1710,1,3,B3,28800,0.512700021,,,,,,
ATCC1710,1,1,B1,32399.9,0.693099976,,,,,,
ATCC1710,1,1,B2,32399.9,0.6699,,,,,,
ATCC1710,1,1,B3,32399.9,0.636500001,,,,,,
ATCC1710,1,2,B1,32399.9,0.641900003,,,,,,
ATCC1710,1,2,B2,32399.9,0.619899988,,,,,,
ATCC1710,1,2,B3,32399.9,0.656599998,,,,,,
ATCC1710,1,3,B1,32399.9,0.67839998,,,,,,
ATCC1710,1,3,B2,32399.9,0.655499995,,,,,,
ATCC1710,1,3,B3,32399.9,0.620899975,,,,,,
ATCC1710,1,1,B1,36000,0.762899995,,,,,,
ATCC1710,1,1,B2,36000,0.776000023,,,,,,
ATCC1710,1,1,B3,36000,0.760399997,,,,,,
ATCC1710,1,2,B1,36000,0.707700014,,,,,,
ATCC1710,1,2,B2,36000,0.691900015,,,,,,
ATCC1710,1,2,B3,36000,0.762499988,,,,,,
ATCC1710,1,3,B1,36000,0.767799973,,,,,,
ATCC1710,1,3,B2,36000,0.74059999,,,,,,
ATCC1710,1,3,B3,36000,0.735899985,,,,,,
ATCC1710,1,1,B1,39599.9,0.842499971,,,,,,
ATCC1710,1,1,B2,39599.9,0.83130002,,,,,,
ATCC1710,1,1,B3,39599.9,0.817300022,,,,,,
ATCC1710,1,2,B1,39599.9,0.82889998,,,,,,
ATCC1710,1,2,B2,39599.9,0.795799971,,,,,,
ATCC1710,1,2,B3,39599.9,0.852299988,,,,,,
ATCC1710,1,3,B1,39599.9,0.875999987,,,,,,
ATCC1710,1,3,B2,39599.9,0.845700026,,,,,,
ATCC1710,1,3,B3,39599.9,0.841400027,,,,,,
ATCC1710,1,1,B1,43199.9,0.91109997,,,,,,
ATCC1710,1,1,B2,43199.9,0.92049998,,,,,,
ATCC1710,1,1,B3,43199.9,0.913900018,,,,,,
ATCC1710,1,2,B1,43199.9,0.917299986,,,,,,
ATCC1710,1,2,B2,43199.9,0.89200002,,,,,,
ATCC1710,1,2,B3,43199.9,0.898999989,,,,,,
ATCC1710,1,3,B1,43199.9,0.92809999,,,,,,
ATCC1710,1,3,B2,43199.9,0.912299991,,,,,,
ATCC1710,1,3,B3,43199.9,0.915899992,,,,,,
ATCC1710,1,1,B1,46800,0.983699977,,,,,,
ATCC1710,1,1,B2,46800,0.975199997,,,,,,
ATCC1710,1,1,B3,46800,0.96509999,,,,,,
ATCC1710,1,2,B1,46800,0.961300015,,,,,,
ATCC1710,1,2,B2,46800,0.941900015,,,,,,
ATCC1710,1,2,B3,46800,0.966600001,,,,,,
ATCC1710,1,3,B1,46800,0.984099984,,,,,,
ATCC1710,1,3,B2,46800,0.961000025,,,,,,
ATCC1710,1,3,B3,46800,0.965200007,,,,,,
ATCC1710,1,1,B1,50399.9,1.03429997,,,,,,
ATCC1710,1,1,B2,50399.9,1.014600039,,,,,,
ATCC1710,1,1,B3,50399.9,0.987200022,,,,,,
ATCC1710,1,2,B1,50399.9,0.975799978,,,,,,
ATCC1710,1,2,B2,50399.9,0.947300017,,,,,,
ATCC1710,1,2,B3,50399.9,0.981100023,,,,,,
ATCC1710,1,3,B1,50399.9,0.984600008,,,,,,
ATCC1710,1,3,B2,50399.9,0.98150003,,,,,,
ATCC1710,1,3,B3,50399.9,1.01880002,,,,,,
ATCC1710,1,1,B1,53999.9,1.031900048,,,,,,
ATCC1710,1,1,B2,53999.9,1.036900043,,,,,,
ATCC1710,1,1,B3,53999.9,1.009199977,,,,,,
ATCC1710,1,2,B1,53999.9,1.009299994,,,,,,
ATCC1710,1,2,B2,53999.9,0.971199989,,,,,,
ATCC1710,1,2,B3,53999.9,1.000800014,,,,,,
ATCC1710,1,3,B1,53999.9,0.987100005,,,,,,
ATCC1710,1,3,B2,53999.9,0.976700008,,,,,,
ATCC1710,1,3,B3,53999.9,1.03489995,,,,,,
ATCC1710,1,1,B1,57599.9,1.065999985,,,,,,
ATCC1710,1,1,B2,57599.9,1.042099953,,,,,,
ATCC1710,1,1,B3,57599.9,1.025099993,,,,,,
ATCC1710,1,2,B1,57599.9,1.001600027,,,,,,
ATCC1710,1,2,B2,57599.9,0.981599987,,,,,,
ATCC1710,1,2,B3,57599.9,1.0273,,,,,,
ATCC1710,1,3,B1,57599.9,1.020099998,,,,,,
ATCC1710,1,3,B2,57599.9,1.008900046,,,,,,
ATCC1710,1,3,B3,57599.9,1.030099988,,,,,,
ATCC1710,1,1,B1,61199.9,1.071400046,,,,,,
ATCC1710,1,1,B2,61199.9,1.058300018,,,,,,
ATCC1710,1,1,B3,61199.9,1.023100019,,,,,,
ATCC1710,1,2,B1,61199.9,1.042600036,,,,,,
ATCC1710,1,2,B2,61199.9,0.992999971,,,,,,
ATCC1710,1,2,B3,61199.9,1.043099999,,,,,,
ATCC1710,1,3,B1,61199.9,1.045600057,,,,,,
ATCC1710,1,3,B2,61199.9,1.005200028,,,,,,
ATCC1710,1,3,B3,61199.9,1.061400056,,,,,,
ATCC1710,1,1,B1,64799.9,1.100299954,,,,,,
ATCC1710,1,1,B2,64799.9,1.105900049,,,,,,
ATCC1710,1,1,B3,64799.9,1.069100022,,,,,,
ATCC1710,1,2,B1,64799.9,1.088999987,,,,,,
ATCC1710,1,2,B2,64799.9,0.998000026,,,,,,
ATCC1710,1,2,B3,64799.9,1.048200011,,,,,,
ATCC1710,1,3,B1,64799.9,1.136700034,,,,,,
ATCC1710,1,3,B2,64799.9,1.041100025,,,,,,
ATCC1710,1,3,B3,64799.9,1.111199975,,,,,,
ATCC1710,1,1,B1,68399.9,1.116999984,,,,,,
ATCC1710,1,1,B2,68399.9,1.116299987,,,,,,
ATCC1710,1,1,B3,68399.9,1.075099945,,,,,,
ATCC1710,1,2,B1,68399.9,1.150300026,,,,,,
ATCC1710,1,2,B2,68399.9,1.058699965,,,,,,
ATCC1710,1,2,B3,68399.9,1.078299999,,,,,,
ATCC1710,1,3,B1,68399.9,1.07190001,,,,,,
ATCC1710,1,3,B2,68399.9,1.14199996,,,,,,
